================================================================================
SECTOR SPLIT SUMMARY
================================================================================

Total records in dataset: 2,456,350
Number of sectors: 1135

Summary by sector:

                                       sector_name  num_companies  percentage
         societe_de_telecommunication_aerospatiale              1        0.00
            voir_objet_administration_dentreprises              1        0.00
                 filiale_du_groupe_capelec_en_inde              1        0.00
marque_de_vetements_haut_de_gamme_pour_femmes_et_h              1        0.00
                 logiciel_de_marketing_relationnel              1        0.00
                        entreprise_de_loil_and_gas              1        0.00
    en_cours_dimmatriculation_developpement_dune_s              1        0.00
                              cosmetiques_naturels              1        0.00
                               culture_de_la_vigne              1        0.00
      conseil_en_organisation_et_experience_client              1        0.00
 accompagnement_des_entreprises_franciliennes_dans              1        0.00
developpement_de_logiciels_concus_pour_repondre_au              1        0.00
 rparation_dappareils_lectromnagers_services_march              1        0.00
              entreprise_manufacturiere_en_usinage              1        0.00
                        plateforme_de_crowdlending              1        0.00
solutions_logicielles_de_communication_pour_les_en              1        0.00
                            etablissement_bancaire              1        0.00
compagnie_nationale_des_chemins_de_fer_thailandais              1        0.00
                            laboratoire_doncologie              1        0.00
                  groupe_familial_de_blanchisserie              1        0.00
                             galerie_dart_en_ligne              1        0.00
                 principal_producteur_de_kiwi_gold              1        0.00
aider_les_clients_a_trouver_les_ressources_necessa              1        0.00
                           solutions_dauto_partage              1        0.00
 reseau_prime_decoles_maternelles_en_nouvelle_angl              1        0.00
production_de_fil_machine_cuivre_sans_oxygene_et_t              1        0.00
           systeme_de_gestion_du_contenu_numerique              1        0.00
             prestataire_de_services_de_metrologie              1        0.00
 entreprise_en_charge_du_developpement_touristique              1        0.00
 negoce_materiel_professionnel_negoce_materiel_pro              1        0.00
       distributeur_de_vins_premium_au_royaume_uni              1        0.00
entreprise_familiale_specialisee_dans_les_cables_b              1        0.00
                   producteur_et_negociant_de_vins              1        0.00
  conduire_un_vehicule_dun_point_a_vers_un_point_b              1        0.00
       non_precisee_non_precisee_agences_de_voyage              1        0.00
                                 centres_de_soccer              1        0.00
         livreur_non_motorise_livreur_non_motorise              1        0.00
 realisation_de_logiciels_realisation_de_logiciels              1        0.00
coaching_sportif_pour_toutes_personnes_ayant_des_a              1        0.00
oklo_is_designing_and_deploying_advanced_fission_p              1        0.00
   conception_dune_trottinette_electrique_mobipode              1        0.00
                               stockage_de_dechets              1        0.00
   coursier_a_velo_livraison_de_repas_a_velo_cours              1        0.00
       trackers_pour_les_centrales_photovoltaiques              1        0.00
                                 cabinet_daffaires              1        0.00
                extrusion_groupe_montana_aerospace              1        0.00
          profession_de_notaire_services_marchands              1        0.00
 livraison_de_repas_a_domicile_uniquement_a_velo_l              1        0.00
 entretien_remise_en_etat_et_recyclage_des_equipem              1        0.00
                       coach_sportif_coach_sportif              1        0.00
                      fonds_de_pension_neerlandais              1        0.00
  exercice_de_la_profession_dexpert_comptable_exer              1        0.00
  alimentation_intelligente_des_centres_de_donnees              1        0.00
  equipements_de_protection_individuelle_groupe_ie              1        0.00
                                production_de_cava              1        0.00
                   restauration_dans_les_aeroports              1        0.00
                                     decoupe_laser              1        0.00
 entreprise_a_but_non_lucratif_de_developpement_de              1        0.00
conseil_et_expertise_dans_divers_domaines_et_notam              1        0.00
                                 opticien_japonais              1        0.00
             production_deau_minerale_en_bouteille              1        0.00
 fabriquant_de_systeme_demballages_intelligents_et              1        0.00
 livraison_de_repas_et_de_course_a_domicile_a_velo              1        0.00
 coiffure_mixte_esthetique_soins_capillaires_coiff              1        0.00
                               services_financiers              1        0.00
             reparation_dappareils_electromenagers              1        0.00
 societe_dinvestissement_specialisee_dans_les_infr              1        0.00
                            usinage_de_metaux_durs              1        0.00
                preparation_des_donnees_numeriques              1        0.00
  recherche_sur_les_soins_de_la_peau_par_limagerie              1        0.00
                                 production_dacier              1        0.00
                                fabricant_de_metal              1        0.00
                     optimisation_des_processus_rd              1        0.00
        agence_suisse_de_talent_management_premium              1        0.00
                   reparation_de_materiel_agricole              1        0.00
                  supports_juridiques_de_programme              1        0.00
  createur_de_contenus_sur_plateforme_en_ligne_cre              1        0.00
                     voir_objet_services_marchands              1        0.00
la_mise_en_relation_des_clients_avec_des_prestatai              1        0.00
                         location_nue_location_nue              1        0.00
               service_de_developpement_commercial              1        0.00
compagnie_immobiliere_de_premier_plan_au_moyen_ori              1        0.00
                  cabinet_de_conseil_en_ingenierie              1        0.00
  production_de_videos_et_de_contenu_en_ligne_prod              1        0.00
                           gestionnaire_immobilier              1        0.00
            branche_financiere_du_groupe_turc_oyak              1        0.00
 entreprise_belge_specialisee_dans_limagerie_respi              1        0.00
          manufacture_de_terres_rares_alternatives              1        0.00
          production_denergie_a_partir_de_biomasse              1        0.00
           fournisseur_de_terres_rares_magnetiques              1        0.00
 developpement_de_materiels_et_de_services_pour_la              1        0.00
    acteur_principal_de_la_radio_en_afrique_du_sud              1        0.00
                               micro_creche_privee              1        0.00
  decoupage_emboutissage_outil_decoupage_emboutiss              1        0.00
 administration_publique_generale_services_marchan              1        0.00
   livreur_de_repas_a_domicile_a_velo_non_motorise              1        0.00
materiaux_semi_conducteurs_organiques_pour_le_phot              1        0.00
  creation_artisanale_de_bijoux_fantaisie_creation              1        0.00
                groupe_de_veille_et_danalyse_media              1        0.00
la_prestation_de_services_de_secretariat_independa              1        0.00
    contractant_general_maitrise_duvre_pilotage_de              1        0.00
recuperation_de_matieres_non_metalliques_recyclabl              1        0.00
                      la_profession_de_la_medecine              1        0.00
           apporteur_daffaires_apporteur_daffaires              1        0.00
                 entreprise_de_gestion_immobiliere              1        0.00
 plateforme_dinvestissement_immobilier_opportunist              1        0.00
                               mairie_de_barcelone              1        0.00
                groupe_de_medias_public_autrichien              1        0.00
          le_conseil_en_investissements_financiers              1        0.00
  livraison_de_colis_a_domicile_a_velo_livraison_d              1        0.00
 organisation_de_salons_professionnels_et_conseils              1        0.00
  rotisserie_et_epicerie_ambulante_rotisserie_et_e              1        0.00
 ingenierie_maintenance_de_reseaux_en_telecommunic              1        0.00
 la_production_et_la_commercialisation_denergie_is              1        0.00
     societe_mondiale_de_negoce_et_dinvestissement              1        0.00
 la_reproduction_des_cles_le_developpement_des_pho              1        0.00
                            nettoyage_et_entretien              1        0.00
                             ingenierie_et_conseil              1        0.00
   siege_social_a_mountain_view_californie_concept              1        0.00
                                   groupe_roullier              1        0.00
                    solutions_de_biogaz_a_domicile              1        0.00
emballages_de_sterilisation_pour_la_prevention_des              1        0.00
    evaluation_preclinique_de_nouveaux_medicaments              1        0.00
acteur_majeur_international_de_la_marque_employeur              1        0.00
             specialiste_des_pieces_de_carrosserie              1        0.00
                   distributeur_de_jeux_de_societe              1        0.00
            createur_de_voyages_en_asie_du_sud_est              1        0.00
                                  videosurveilance              1        0.00
                              elevage_de_volailles              1        0.00
 societe_dinvestissement_dans_les_sciences_de_la_v              1        0.00
                               groupe_freelancecom              1        0.00
                    etude_de_la_moyenne_atmosphere              1        0.00
conception_et_commercialisation_de_pompes_solaires              1        0.00
  developpement_dun_nouveau_protocole_dinterconnex              1        0.00
                       reseau_dexpertise_comptable              1        0.00
                             distillerie_de_whisky              1        0.00
                               marque_de_vetements              1        0.00
                    bermuda_electric_light_company              1        0.00
                   entretoe_des_espaces_exterieurs              1        0.00
               amenagement_paysager_et_maintenance              1        0.00
                    gestion_dactifs_et_de_services              1        0.00
 patisserie_confiserie_glaces_location_de_biens_im              1        0.00
             etablissement_denseignement_superieur              1        0.00
 coursier_en_velo_a_travers_des_plateformes_telles              1        0.00
                                 gestion_hoteliere              1        0.00
   operateur_des_chemins_de_fer_nationaux_polonais              1        0.00
                                          armateur              1        0.00
 laboratoire_de_recherche_fondamentale_et_applique              1        0.00
                                telecommunications              1        0.00
                  producteur_denergie_renouvelable              1        0.00
                 vehicule_dinvestissement_dedenred              1        0.00
                              hotels_de_prefecture              1        0.00
plate_forme_de_relations_publiques_et_de_relations              1        0.00
                                  recyclage_de_pvc              1        0.00
            cartes_de_vux_et_cadeaux_personnalises              1        0.00
 expertise_en_ingenierie_de_projet_dans_le_secteur              1        0.00
   reseau_de_voyages_pour_familles_plateforme_dech              1        0.00
            plateforme_dachat_media_programmatique              1        0.00
         reparation_et_remplacement_de_pare_brises              1        0.00
                fabriquant_de_nacelles_elevatrices              1        0.00
         laboratoire_danalyse_dhuiles_lubrifiantes              1        0.00
                               distributeur_de_gaz              1        0.00
          doublage_pour_le_cinema_et_la_television              1        0.00
                developpeur_immobilier_residentiel              1        0.00
                            marque_du_groupe_so_ho              1        0.00
                 location_de_vehicules_automobiles              1        0.00
             solution_de_paiement_du_stationnement              1        0.00
                               isolation_thermique              1        0.00
           portail_de_reservation_dhotels_en_ligne              1        0.00
                              reseau_de_telephonie              1        0.00
                           mobilier_et_ameublement              1        0.00
  plateforme_internet_de_reservation_dhelicopteres              1        0.00
developpement_de_solutions_audio_assurant_le_trans              1        0.00
                            aeroport_international              1        0.00
                emetteur_de_solutions_de_telepeage              1        0.00
                                enseigne_de_jouets              1        0.00
 shanghai_sinotran_new_energy_automobile_operation              1        0.00
              fonds_dinvestissements_international              1        0.00
                                    fond_souverain              1        0.00
       societe_dinvestissement_de_daniel_kretinsky              1        0.00
chaine_touristique_de_premier_plan_offrant_des_div              1        0.00
                production_de_films_pour_le_cinema              1        0.00
 operateur_public_en_charge_des_services_de_leau_e              1        0.00
 distributeur_de_cartes_jeux_et_jouets_en_allemagn              1        0.00
                    specialiste_des_donnees_du_nhs              1        0.00
 fabricant_et_plus_grand_exportateur_de_meubles_au              1        0.00
       ingenierie_electrique_et_systemes_de_mesure              1        0.00
                                   agence_dinterim              1        0.00
 fournisseur_dequipements_connectes_pour_la_survei              1        0.00
             prestations_de_modelisation_numerique              1        0.00
                           operateur_dhelicopteres              1        0.00
                            services_de_metrologie              1        0.00
   prestataire_de_services_de_stockage_groupe_vtti              1        0.00
                                            colles              1        0.00
   distributeur_exclusif_en_chine_des_marques_abeo              1        0.00
                             production_de_salades              1        0.00
gestion_de_bornes_de_recharge_pour_les_vehicules_e              1        0.00
                             solutions_geomatiques              1        0.00
  gestion_du_risque_de_change_pour_les_entreprises              1        0.00
 developpement_de_logiciel_pour_systemes_embarques              1        0.00
  recherche_developpement_autres_sciences_physique              1        0.00
application_pour_les_randonnees_pedestres_ou_a_vel              1        0.00
 gestion_dactifs_alternative_et_services_immobilie              1        0.00
                                 residences_senior              1        0.00
                       ingredients_de_fermentation              1        0.00
                                freight_forwarding              1        0.00
                installations_de_vol_en_soufflerie              1        0.00
                       fournisseur_dacces_internet              1        0.00
societe_de_recherche_contractuelle_specialisee_dan              1        0.00
groupe_hotelier_proprietaire_de_10_hotels_de_premi              1        0.00
                                      fonds_suisse              1        0.00
agence_nationale_pour_la_promotion_des_investissem              1        0.00
                             safari_zoo_evenements              1        0.00
                   marque_de_vetements_pour_femmes              1        0.00
                              operateur_de_creches              1        0.00
un_des_leaders_americains_du_service_en_ingenierie              1        0.00
                                vetements_de_sport              1        0.00
    gestion_dun_chateau_classe_monument_historique              1        0.00
                  outils_de_developpement_logiciel              1        0.00
location_de_micro_scooters_electriques_et_trottine              1        0.00
 agence_de_notation_financiere_et_extra_financiere              1        0.00
  plateforme_dinterpretation_a_distance_qui_permet              1        0.00
  specialiste_de_lemballage_en_carton_ondule_offra              1        0.00
               solutions_de_comptage_intelligentes              1        0.00
                                   field_marketing              1        0.00
                      photovoltaique_groupe_hanwha              1        0.00
                           laboratoire_detalonnage              1        0.00
                          horlogerie_haut_de_gamme              1        0.00
               fabricant_dune_gamme_de_calibreuses              1        0.00
              emballage_conditionnement_plasturgie              1        0.00
              fabrication_dequipements_industriels              1        0.00
services_manages_automatises_pour_les_environnemen              1        0.00
location_de_locaux_commerciaux_ou_professionnels_e              1        0.00
                  filiale_autrichienne_de_ryan_air              1        0.00
                                  societe_aurifere              1        0.00
                              societe_de_recyclage              1        0.00
  operateur_de_plateforme_dengagement_des_salaries              1        0.00
        developpement_et_production_de_cosmetiques              1        0.00
   conception_de_machines_pour_limpression_3d_grou              1        0.00
ingenierie_pluridisciplinaire_dans_le_domaine_ferr              1        0.00
 services_dingenierie_electrique_et_mecanique_inte              1        0.00
                           administration_publique              1        0.00
          coaching_et_relecture_de_memoires_et_tfe              1        0.00
    organisateur_des_salons_de_mode_fashion_source              1        0.00
                   marque_de_vetements_accessoires              1        0.00
  inspection_mesures_et_analyses_dans_les_secteurs              1        0.00
                       societe_de_gestion_des_eaux              1        0.00
developpement_de_solutions_personnalisees_de_gesti              1        0.00
                               collecte_de_dechets              1        0.00
 cabinet_de_conseil_en_management_etudes_de_marche              1        0.00
                         intelligence_artificielle              1        0.00
   gestion_dun_portefeuille_immobilier_residentiel              1        0.00
            prestations_detalonnage_en_laboratoire              1        0.00
                                       marketplace              1        0.00
 equipements_de_production_dhydrogene_par_electrol              1        0.00
reparation_et_services_lies_aux_smartphones_pour_l              1        0.00
                    gestionnaire_de_fonds_canadien              1        0.00
                  conseil_et_ingenierie_de_projets              1        0.00
                                    fond_americain              1        0.00
                           developpement_de_drones              1        0.00
                     plateforme_de_bridge_en_ligne              1        0.00
 entreprise_implantee_en_amerique_latine_afrique_s              1        0.00
         leasing_et_gestion_de_flottes_automobiles              1        0.00
                        fabricant_de_sirop_derable              1        0.00
                               societe_de_conseils              1        0.00
                         plateforme_de_recrutement              1        0.00
   leader_mondial_du_fil_coupe_rode_de_grenaillage              1        0.00
                              services_a_laviation              1        0.00
                          prestation_de_metrologie              1        0.00
         production_de_moules_dinjection_plastique              1        0.00
                                          conseils              1        0.00
                                       decolletage              1        0.00
         developpement_dinstallations_power_to_gas              1        0.00
           groupement_de_parfumeries_independantes              1        0.00
production_de_materiaux_inorganiques_et_non_metall              1        0.00
                     surveillance_dinfrastructures              1        0.00
                         conception_de_porte_velos              1        0.00
                    distributeur_de_materiel_hi_fi              1        0.00
                           accelerateur_de_startup              1        0.00
                            soins_de_convalescence              1        0.00
                               bornes_automatisees              1        0.00
developpement_de_comptes_bancaires_multidevises_en              1        0.00
         developpeur_de_solutions_machine_learning              1        0.00
conception_de_strategie_de_relation_client_innovan              1        0.00
                                        horlogerie              1        0.00
                                hotellerie_de_luxe              1        0.00
conseil_en_amelioration_des_performances_operation              1        0.00
            holding_de_la_famille_kirk_kristiansen              1        0.00
                        cabinet_davocats_daffaires              1        0.00
                         societe_biopharmaceutique              1        0.00
                   agence_de_branding_independante              1        0.00
                difusion_de_contenus_de_television              1        0.00
                            imprimerie_de_journaux              1        0.00
 solution_ecologique_de_remplacement_des_lampes_de              1        0.00
   livraison_de_repas_a_domicile_effectuee_a_laide              1        0.00
                                      demenagement              1        0.00
                   groupe_de_services_energetiques              1        0.00
                                metreurs_geometres              1        0.00
                                         hydrolien              1        0.00
conseil_en_gestion_des_risques_associes_a_la_suret              1        0.00
 systeme_de_trains_de_banlieue_de_lagglomeration_d              1        0.00
  apprentissage_de_langues_apprentissage_de_langue              1        0.00
                             services_de_paiements              1        0.00
fournisseur_de_solutions_innovantes_de_recharge_sa              1        0.00
                            laboratoire_cosmetique              1        0.00
                    governance_risk_and_compliance              1        0.00
 diagnostic_et_entretien_complet_automobile_toutes              1        0.00
                 gestion_location_gestion_location              1        0.00
                 services_aux_cultures_productives              1        0.00
                                travail_temporaire              1        0.00
intermediation_misee_en_relation_prospection_de_cl              1        0.00
  location_de_vehicules_sans_chauffeur_location_de              1        0.00
 prestations_de_services_en_prospection_et_gestion              1        0.00
 loueur_meuble_professionnel_loueur_meuble_profess              1        0.00
                               agence_de_marketing              1        0.00
  lorganisation_devenements_lies_aux_secteurs_de_l              1        0.00
          place_de_marche_pour_les_achats_en_ligne              1        0.00
acheter_et_vendre_des_jouets_ou_des_objets_du_quot              1        0.00
   negociant_en_vins_sans_entreposage_negociant_en              1        0.00
         coursier_a_velo_livraison_de_repas_a_velo              1        0.00
 boucherie_charcuterie_production_de_viandes_de_bo              1        0.00
  assistante_de_direction_dans_une_societe_dimport              1        0.00
  gestion_location_et_transaction_immobiliere_gest              1        0.00
 depannage_tv_hifi_video_installation_d_antennes_r              1        0.00
 location_de_terrains_et_dautres_biens_immobiliers              1        0.00
                             production_dhydrogene              1        0.00
     compagnie_nationale_saoudienne_dhydrocarbures              1        0.00
    solutions_en_mesures_etalonnage_dinstruments_e              1        0.00
logiciel_de_gestion_de_taches_et_de_projets_base_s              1        0.00
                         jeux_de_hasard_et_dargent              1        0.00
              premier_developpeur_solaire_au_monde              1        0.00
                       conseils_financiers_trading              1        0.00
                                  culture_du_cacao              1        0.00
        plateforme_de_service_automobiles_en_ligne              1        0.00
                societe_de_gestion_de_portefeuille              1        0.00
                   gestion_dun_immeuble_de_bureaux              1        0.00
la_creation_et_la_promotion_de_tous_evenements_a_c              1        0.00
    fabr_de_portes_fen_alu_location_de_biens_immob              1        0.00
                         gestion_des_bibliotheques              1        0.00
developpement_et_commercialisation_de_solutions_da              1        0.00
 impression_offset_multicolore_cartonnage_et_impre              1        0.00
                                     centre_dappel              1        0.00
                       disney_folies_disney_folies              1        0.00
                                compagnie_des_eaux              1        0.00
 conception_dequipements_dynamiques_de_signalisati              1        0.00
 boutique_en_ligne_daccessoires_de_mode_et_de_bijo              1        0.00
  en_france_et_dans_tous_les_pays_la_production_la              1        0.00
  administration_de_biens_syndic_de_copropriete_ge              1        0.00
               marbrerie_funeraire_pompes_funebres              1        0.00
                              raffinage_de_petrole              1        0.00
                               affaires_etrangeres              1        0.00
 realisation_machines_speciales_mecanique_generale              1        0.00
   administration_de_biens_syndic_de_copropriete_s              1        0.00
                investissement_gestion_immobiliere              1        0.00
                                cabinet_de_conseil              1        0.00
                                   cloud_computing              1        0.00
  operateur_dinfrastructures_de_telecommunications              1        0.00
             salon_de_coiffure_coiffure_esthetique              1        0.00
                                           reliure              1        0.00
                                  groupe_financier              1        0.00
                   services_de_laviation_daffaires              1        0.00
     forge_estampage_matricage_forge_estampage_mat              1        0.00
                                     autres_hotels              1        0.00
 livraison_de_repas_a_velo_coursier_auto_entrepren              1        0.00
          developpement_de_projets_photovoltaiques              1        0.00
laboratoire_europeen_pour_la_physique_des_particul              1        0.00
                              fonds_luxembourgeois              1        0.00
     nettoyage_de_locaux_nettoyage_despace_entreti              1        0.00
              societe_de_presse_services_marchands              1        0.00
                      infrastructures_ferroviaires              1        0.00
    repar_materiel_electrique_negoce_import_export              1        0.00
  consultante_independante_en_communication_market              1        0.00
              coiffure_en_salon_services_marchands              1        0.00
       exercice_de_la_profession_dexpert_comptable              1        0.00
           imprimerie_de_labeur_services_marchands              1        0.00
aide_a_la_methodologie_et_soutien_scolaire_en_lign              1        0.00
 mise_en_location_et_commercialisation_de_gites_et              1        0.00
conseil_en_ingenierie_pour_aider_les_entreprises_a              1        0.00
         conseil_en_developpement_a_linternational              1        0.00
               livraison_des_plats_cuisines_a_velo              1        0.00
                                          creperie              1        0.00
fabricant_de_pompes_a_chaleur_et_electrolyseurs_po              1        0.00
                      tournages_et_montages_videos              1        0.00
     croissanterie_glaces_ftion_actsec_services_ma              1        0.00
   marque_americaine_de_soin_de_la_peau_groupe_lor              1        0.00
production_de_pieces_pour_les_constructeurs_et_equ              1        0.00
                               gestion_immobiliere              1        0.00
   services_divers_rendus_aux_entreprises_services              1        0.00
                                 autres_spectacles              1        0.00
conception_et_developpement_de_vetements_pour_homm              1        0.00
                      mesure_des_vents_en_offshore              1        0.00
 apporteur_daffaires_dans_le_domaine_de_la_communi              1        0.00
supermarche_supermarche_boucherie_charcuterie_from              1        0.00
                               production_de_verre              1        0.00
specialisee_dans_les_gaufres_creatives_et_gourmand              1        0.00
                           charcuterie_charcuterie              1        0.00
                       livraison_a_domicile_a_velo              1        0.00
                        equipementier_aeronautique              1        0.00
 distributeur_dequipements_electrogenes_en_austral              1        0.00
         services_de_paiement_services_de_paiement              1        0.00
essais_appliques_aux_systemes_de_paiement_intellig              1        0.00
   solutions_de_sauces_innovantes_et_haut_de_gamme              1        0.00
                     concessionnaire_mercedes_benz              1        0.00
 prestations_de_services_et_solutions_en_logiciels              1        0.00
                          pisciculture_aquaculture              1        0.00
 societe_americaine_de_gestion_dinvestissements_ba              1        0.00
              production_de_sables_et_de_granulats              1        0.00
leader_des_voyages_culturels_en_suisse_francophone              1        0.00
                                gestion_de_cinemas              1        0.00
                              gestion_des_affaires              1        0.00
                producteur_audiovisuel_independant              1        0.00
  recuperation_de_matieres_metalliques_recyclables              1        0.00
    structure_dinvestissement_du_laboratoire_merck              1        0.00
                         reseau_de_business_angels              1        0.00
 service_et_restauration_en_tant_que_maitre_dhotel              1        0.00
               fournisseur_de_beton_pret_a_lemploi              1        0.00
                      fonds_prive_dinvestissements              1        0.00
                                      agence_media              1        0.00
                                 beton_prefabrique              1        0.00
                    optimisation_des_reseaux_deaux              1        0.00
                               fabricant_de_drones              1        0.00
                         conseil_en_investissement              1        0.00
 plateforme_dinvestissements_dans_les_actifs_de_se              1        0.00
                      conception_de_robots_aeriens              1        0.00
                      promotion_immobiliere_hotels              1        0.00
                           chocolaterie_confiserie              1        0.00
       injection_plastique_conception_de_moules_rd              1        0.00
                    gestion_de_centres_commerciaux              1        0.00
                             association_deleveurs              1        0.00
   cabinet_davocats_daffaires_franco_argentin_expe              1        0.00
                                   gestion_dhotels              1        0.00
    confection_de_combinaisons_de_pilote_de_chasse              1        0.00
 menuiserie_pompes_funebres_menuiserie_bois_et_mat              1        0.00
                 imprimeur_autre_imprimerie_labeur              1        0.00
         location_de_materiel_location_de_materiel              1        0.00
                     chambres_dhote_chambres_dhote              1        0.00
             leasing_automobile_groupe_stern_groep              1        0.00
                 boucherie_charcuterie_charcuterie              1        0.00
  livraison_de_repas_a_domicile_livraison_de_repas              1        0.00
                                        ambulances              1        0.00
agence_dediee_a_la_communication_luxe_et_culturell              1        0.00
     fab_monuments_funeraires_travail_de_la_pierre              1        0.00
              livraison_de_repas_a_domicile_a_velo              1        0.00
                                               bar              1        0.00
           realisation_de_couvertures_par_elements              1        0.00
                               strategie_marketing              1        0.00
                                      club_de_foot              1        0.00
                       installation_de_parc_eolien              1        0.00
             fabricant_de_composants_electroniques              1        0.00
mouvement_international_a_but_non_lucratif_qui_veu              1        0.00
        societe_privee_de_gestion_dinvestissements              1        0.00
    livraison_de_repas_uber_deliveroo_coursier_liv              1        0.00
 location_de_courte_duree_de_vehicules_automobiles              1        0.00
         boucherie_charcuterie_rotisserie_epicerie              1        0.00
  gestion_de_ressourcerie_et_recyclerie_gestion_de              1        0.00
       restauration_dentreprise_services_marchands              1        0.00
             maneges_forains_et_parcs_dattractions              1        0.00
   voir_statuts_location_dautres_biens_immobiliers              1        0.00
                                 location_location              1        0.00
                             voir_statuts_peinture              1        0.00
                                        radiologie              1        0.00
  coursier_independant_en_velo_de_repas_a_domicile              1        0.00
 prestations_detalonnage_dans_les_domaines_electri              1        0.00
                         automatisation_du_trading              1        0.00
                       marque_de_mode_pour_enfants              1        0.00
   laverie_blanchisserie_pressing_blanchisserie_te              1        0.00
               verification_des_centres_de_donnees              1        0.00
                 conseil_en_management_strategique              1        0.00

================================================================================
